Geography,Year,Sex,Age,Prevalence Rate,Prevalent Cases,Population,Standard Error,Standard Score,Alberta Rate,Disease,State,Population At-Risk
Z5-NorthZone,2006,FEMALE,40to44,8.4224,1334.958059,15850.00949,0.2206,-7.6579999999999995,10.11186,Asthama,Alberta,0.0
Z5-NorthZone,2006,FEMALE,45to49,8.3074,1260.854093,15177.55511,0.22403,-8.357999999999999,10.179689999999999,Asthama,Alberta,0.0
Z5-NorthZone,2006,FEMALE,50to54,8.9119,1103.243649,12379.48912,0.25606999999999996,-5.625,10.35238,Asthama,Alberta,0.0
Z5-NorthZone,2006,FEMALE,55to59,9.9501,968.9456062999999,9738.08188,0.30333000000000004,-2.63,10.74773,Asthama,Alberta,0.0
Z5-NorthZone,2006,FEMALE,60to64,10.769,752.2437655,6985.461981,0.37089,-1.565,11.348989999999999,Asthama,Alberta,0.0
Z5-NorthZone,2006,FEMALE,65to69,10.658,549.3862957,5154.598724,0.4298,-1.311,11.2215,Asthama,Alberta,0.0
Z5-NorthZone,2006,FEMALE,70to74,11.445,486.0374353,4246.830475,0.48851000000000006,-0.525,11.701080000000001,Asthama,Alberta,0.0
Z5-NorthZone,2006,FEMALE,75to79,10.925999999999998,349.2205401,3196.3454269999997,0.55179,-1.33,11.65928,Asthama,Alberta,0.0
Z5-NorthZone,2006,FEMALE,80to84,10.617,262.0434029,2468.097252,0.6200899999999999,-2.235,12.00329,Asthama,Alberta,0.0
Z5-NorthZone,2006,FEMALE,85+,10.605,241.689098,2278.910633,0.645,-0.6509999999999999,11.0255,Asthama,Alberta,0.0
Z5-NorthZone,2006,MALE,00to39,11.77,15190.829740000001,129062.3967,0.0897,-23.714000000000002,13.897329999999998,Asthama,Alberta,0.0
Z5-NorthZone,2006,MALE,40to44,4.94,840.1357230000001,17006.79774,0.16617,-10.115,6.6208100000000005,Asthama,Alberta,0.0
Z5-NorthZone,2006,MALE,45to49,5.1038,859.8242865,16846.89347,0.16955,-8.122,6.48091,Asthama,Alberta,0.0
Z5-NorthZone,2006,MALE,50to54,5.2569,761.7743517000001,14490.987819999998,0.18539,-6.4079999999999995,6.4448099999999995,Asthama,Alberta,0.0
Z5-NorthZone,2006,MALE,55to59,5.2865,569.9050434,10780.384740000001,0.21550999999999998,-5.754,6.526619999999999,Asthama,Alberta,0.0
Z5-NorthZone,2006,MALE,60to64,6.8226,526.3512519999999,7714.83263,0.28706,-1.6740000000000002,7.302980000000001,Asthama,Alberta,0.0
Z5-NorthZone,2006,MALE,65to69,8.0716,468.2418933999999,5801.109392,0.35764,-0.603,8.28715,Asthama,Alberta,0.0
Z5-NorthZone,2006,MALE,70to74,9.8583,446.5730762,4529.903717,0.44291,0.444,9.661489999999999,Asthama,Alberta,0.0
Z5-NorthZone,2006,MALE,75to79,10.963,353.7567957,3226.697883,0.55002,0.348,10.77203,Asthama,Alberta,0.0
Z5-NorthZone,2006,MALE,80to84,12.190999999999999,238.10510150000002,1953.141831,0.74032,0.508,11.81461,Asthama,Alberta,0.0
Z5-NorthZone,2006,MALE,85+,12.742,155.0232695,1216.5877369999998,0.956,1.031,11.75727,Asthama,Alberta,0.0
Z5-NorthZone,2007,BOTH,00to39,10.904000000000002,27519.74612,252389.4691,0.06204,-34.836999999999996,13.06503,Asthama,Alberta,0.0
Z5-NorthZone,2007,BOTH,40to44,6.6685,2155.742,32327.42778,0.13875,-12.524000000000001,8.406260000000001,Asthama,Alberta,0.0
Z5-NorthZone,2007,BOTH,45to49,6.7497,2238.346813,33162.05549,0.13777,-12.543,8.477789999999999,Asthama,Alberta,0.0
Z5-NorthZone,2007,BOTH,50to54,6.9809,1989.22321,28495.17268,0.15095999999999998,-10.06,8.49948,Asthama,Alberta,0.0
Z5-NorthZone,2007,BOTH,55to59,7.3417,1555.219737,21183.44424,0.1792,-7.6979999999999995,8.72115,Asthama,Alberta,0.0
Z5-NorthZone,2007,BOTH,60to64,8.9499,1403.587542,15682.758609999999,0.22795,-1.935,9.391060000000001,Asthama,Alberta,0.0
Z5-NorthZone,2007,BOTH,65to69,9.2066,1043.867847,11338.21399,0.27152,-2.738,9.95006,Asthama,Alberta,0.0
Z5-NorthZone,2007,BOTH,70to74,10.42,912.3890095,8756.403951,0.32649,-0.8690000000000001,10.7035,Asthama,Alberta,0.0
Z5-NorthZone,2007,BOTH,75to79,11.067,724.9257203,6550.483168,0.38761999999999996,-1.3130000000000002,11.575619999999999,Asthama,Alberta,0.0
Z5-NorthZone,2007,BOTH,80to84,11.220999999999998,498.34305290000003,4441.090056,0.47362,-1.464,11.91463,Asthama,Alberta,0.0
Z5-NorthZone,2007,BOTH,85+,11.839,433.867213,3664.747998,0.53367,0.642,11.4965,Asthama,Alberta,0.0
Z5-NorthZone,2007,FEMALE,00to39,10.101,12122.46723,120007.2324,0.08699,-24.732,12.252889999999999,Asthama,Alberta,0.0
Z5-NorthZone,2007,FEMALE,40to44,8.5449,1333.196732,15602.27959,0.2238,-7.484,10.21976,Asthama,Alberta,0.0
Z5-NorthZone,2007,FEMALE,45to49,8.5598,1336.650581,15615.390809999999,0.22388000000000002,-8.207,10.3973,Asthama,Alberta,0.0
Z5-NorthZone,2007,FEMALE,50to54,8.764,1160.612152,13242.94872,0.24572,-7.436,10.59113,Asthama,Alberta,0.0
Z5-NorthZone,2007,FEMALE,55to59,9.6148,953.8883732,9921.058437,0.29596,-4.045,10.81208,Asthama,Alberta,0.0
Z5-NorthZone,2007,FEMALE,60to64,11.07,824.4099668,7447.090636,0.36359,-1.031,11.44525,Asthama,Alberta,0.0
Z5-NorthZone,2007,FEMALE,65to69,11.05,592.293253,5359.9090049999995,0.42823999999999995,-1.185,11.55775,Asthama,Alberta,0.0
Z5-NorthZone,2007,FEMALE,70to74,11.584000000000001,492.24420180000004,4249.36995,0.49094,-0.532,11.84507,Asthama,Alberta,0.0
Z5-NorthZone,2007,FEMALE,75to79,11.844000000000001,387.148925,3268.859529,0.56516,-0.47600000000000003,12.112630000000001,Asthama,Alberta,0.0
Z5-NorthZone,2007,FEMALE,80to84,10.395,250.5261582,2409.9808559999997,0.6217,-2.648,12.041780000000001,Asthama,Alberta,0.0
Z5-NorthZone,2007,FEMALE,85+,10.923,263.04019300000004,2408.19925,0.63563,-0.534,11.262210000000001,Asthama,Alberta,0.0
Z5-NorthZone,2007,MALE,00to39,11.630999999999998,15397.278890000001,132382.2367,0.08811000000000001,-24.840999999999998,13.819729999999998,Asthama,Alberta,0.0
Z5-NorthZone,2007,MALE,40to44,4.918,822.5452675,16725.14819,0.16721,-10.637,6.69667,Asthama,Alberta,0.0
Z5-NorthZone,2007,MALE,45to49,5.1388,901.6962319,17546.66468,0.16668,-9.031,6.64405,Asthama,Alberta,0.0
Z5-NorthZone,2007,MALE,50to54,5.4327,828.6110583,15252.22397,0.18353,-5.922999999999999,6.519819999999999,Asthama,Alberta,0.0
Z5-NorthZone,2007,MALE,55to59,5.3393,601.3313637,11262.38581,0.21184,-6.41,6.69712,Asthama,Alberta,0.0
Z5-NorthZone,2007,MALE,60to64,7.0326,579.1775753,8235.667976,0.28176,-1.103,7.343189999999999,Asthama,Alberta,0.0
Z5-NorthZone,2007,MALE,65to69,7.5536,451.57459360000007,5978.304981,0.34176999999999996,-2.104,8.27257,Asthama,Alberta,0.0
Z5-NorthZone,2007,MALE,70to74,9.322000000000001,420.14480760000004,4507.034001,0.43306999999999995,-0.287,9.44646,Asthama,Alberta,0.0
Z5-NorthZone,2007,MALE,75to79,10.293,337.7767953,3281.623639,0.5304399999999999,-1.222,10.941130000000001,Asthama,Alberta,0.0
Z5-NorthZone,2007,MALE,80to84,12.200999999999999,247.81689469999998,2031.1092,0.72623,0.649,11.72996,Asthama,Alberta,0.0
Z5-NorthZone,2007,MALE,85+,13.595,170.8270201,1256.548747,0.9668700000000001,1.6669999999999998,11.98354,Asthama,Alberta,0.0
Z5-NorthZone,2008,BOTH,00to39,10.808,27797.30679,257193.1745,0.061220000000000004,-35.766,12.997630000000001,Asthama,Alberta,0.0
Z5-NorthZone,2008,BOTH,40to44,7.0178,2221.897667,31660.959239999996,0.14356,-10.7,8.55386,Asthama,Alberta,0.0
Z5-NorthZone,2008,BOTH,45to49,6.7862,2302.59252,33930.32143,0.13654000000000002,-13.418,8.61838,Asthama,Alberta,0.0
Z5-NorthZone,2008,BOTH,50to54,7.1854,2148.582985,29902.01145,0.14934,-9.783999999999999,8.64653,Asthama,Alberta,0.0
Z5-NorthZone,2008,BOTH,55to59,7.4348,1636.89861,22016.65661,0.1768,-8.311,8.90426,Asthama,Alberta,0.0
Z5-NorthZone,2008,BOTH,60to64,8.762,1444.239025,16482.89588,0.22023,-3.097,9.44405,Asthama,Alberta,0.0
Z5-NorthZone,2008,BOTH,65to69,9.259,1087.9427759999999,11750.081329999999,0.2674,-2.838,10.01791,Asthama,Alberta,0.0
Z5-NorthZone,2008,BOTH,70to74,10.42,911.4828517999999,8747.274909,0.32666999999999996,-1.588,10.939060000000001,Asthama,Alberta,0.0
Z5-NorthZone,2008,BOTH,75to79,10.770999999999999,732.1644845,6797.626789,0.37601,-1.98,11.5154,Asthama,Alberta,0.0
Z5-NorthZone,2008,BOTH,80to84,11.62,519.9820906,4474.941378,0.47905,-0.958,12.07891,Asthama,Alberta,0.0
Z5-NorthZone,2008,BOTH,85+,11.724,440.26803420000005,3755.2522729999996,0.52498,0.04,11.7032,Asthama,Alberta,0.0
Z5-NorthZone,2008,FEMALE,00to39,9.9983,12261.43523,122634.9531,0.08566,-25.112,12.149460000000001,Asthama,Alberta,0.0
Z5-NorthZone,2008,FEMALE,40to44,8.779,1329.046607,15138.867680000001,0.23,-6.81,10.34535,Asthama,Alberta,0.0
Z5-NorthZone,2008,FEMALE,45to49,8.7183,1399.1618230000001,16048.54514,0.22268000000000002,-8.218,10.54836,Asthama,Alberta,0.0
Z5-NorthZone,2008,FEMALE,50to54,8.9579,1237.370093,13813.122459999999,0.24298000000000003,-7.434,10.764389999999999,Asthama,Alberta,0.0
Z5-NorthZone,2008,FEMALE,55to59,9.6637,991.9479941999999,10264.65139,0.29163,-4.416,10.9517,Asthama,Alberta,0.0
Z5-NorthZone,2008,FEMALE,60to64,10.902000000000001,849.7649564999999,7794.805601999999,0.353,-1.9609999999999999,11.593910000000001,Asthama,Alberta,0.0
Z5-NorthZone,2008,FEMALE,65to69,11.239,630.2399418,5607.502973,0.42178999999999994,-1.443,11.84796,Asthama,Alberta,0.0
Z5-NorthZone,2008,FEMALE,70to74,11.620999999999999,492.32667549999996,4236.618219,0.49236,-0.93,12.078510000000001,Asthama,Alberta,0.0
Z5-NorthZone,2008,FEMALE,75to79,11.552,396.6312995,3433.402382,0.54552,-1.1,12.15219,Asthama,Alberta,0.0
Z5-NorthZone,2008,FEMALE,80to84,10.868,262.5429783,2415.837432,0.63321,-1.983,12.12316,Asthama,Alberta,0.0
Z5-NorthZone,2008,FEMALE,85+,10.878,266.64488650000004,2451.213293,0.62889,-1.222,11.64639,Asthama,Alberta,0.0
Z5-NorthZone,2008,MALE,00to39,11.546,15535.87156,134558.2214,0.08712,-25.734,13.78775,Asthama,Alberta,0.0
Z5-NorthZone,2008,MALE,40to44,5.404,892.85106,16522.09156,0.1759,-8.421,6.885269999999999,Asthama,Alberta,0.0
Z5-NorthZone,2008,MALE,45to49,5.0522,903.4306971000001,17881.77629,0.16379000000000002,-10.581,6.785239999999999,Asthama,Alberta,0.0
Z5-NorthZone,2008,MALE,50to54,5.6636,911.2128911,16088.889,0.18223,-5.462999999999999,6.65919,Asthama,Alberta,0.0
Z5-NorthZone,2008,MALE,55to59,5.4879999999999995,644.9506153,11752.005220000001,0.21008000000000002,-6.894,6.93633,Asthama,Alberta,0.0
Z5-NorthZone,2008,MALE,60to64,6.8424,594.4740688999999,8688.090277,0.27086,-1.712,7.30625,Asthama,Alberta,0.0
Z5-NorthZone,2008,MALE,65to69,7.4513,457.7028345,6142.578358,0.33505999999999997,-1.972,8.11215,Asthama,Alberta,0.0
Z5-NorthZone,2008,MALE,70to74,9.2926,419.1561763,4510.65669,0.43228,-0.897,9.68042,Asthama,Alberta,0.0
Z5-NorthZone,2008,MALE,75to79,9.9736,335.5331849,3364.2244060000003,0.51662,-1.528,10.76305,Asthama,Alberta,0.0
Z5-NorthZone,2008,MALE,80to84,12.502,257.43911230000003,2059.103947,0.72888,0.667,12.01619,Asthama,Alberta,0.0
Z5-NorthZone,2008,MALE,85+,13.314,173.6231477,1304.03898,0.94078,1.588,11.82067,Asthama,Alberta,0.0
Z5-NorthZone,2009,BOTH,00to39,10.652000000000001,27773.0677,260736.2624,0.06042,-37.122,12.89458,Asthama,Alberta,0.0
Z5-NorthZone,2009,BOTH,40to44,7.1993,2216.8598690000003,30792.601010000002,0.1473,-9.986,8.67027,Asthama,Alberta,0.0
Z5-NorthZone,2009,BOTH,45to49,6.9825,2416.1145300000003,34602.45897,0.13699999999999998,-12.937000000000001,8.75494,Asthama,Alberta,0.0
Z5-NorthZone,2009,BOTH,50to54,7.1181,2216.391168,31137.58453,0.14570999999999998,-11.328,8.76874,Asthama,Alberta,0.0
Z5-NorthZone,2009,BOTH,55to59,7.6514,1783.1714559999998,23305.19079,0.17412,-8.11,9.06362,Asthama,Alberta,0.0
Z5-NorthZone,2009,BOTH,60to64,8.3889,1448.579438,17267.7991,0.21095999999999998,-4.928,9.4286,Asthama,Alberta,0.0
Z5-NorthZone,2009,BOTH,65to69,9.5839,1175.642509,12266.80342,0.26578,-2.485,10.2444,Asthama,Alberta,0.0
Z5-NorthZone,2009,BOTH,70to74,10.23,905.6488228000001,8853.008331,0.32206999999999997,-2.233,10.949060000000001,Asthama,Alberta,0.0
Z5-NorthZone,2009,BOTH,75to79,11.097000000000001,771.265455,6950.371673000001,0.37675,-1.3980000000000001,11.62337,Asthama,Alberta,0.0
Z5-NorthZone,2009,BOTH,80to84,11.045,500.8816266,4534.747804,0.46548,-2.147,12.044839999999999,Asthama,Alberta,0.0
Z5-NorthZone,2009,BOTH,85+,11.647,454.46931219999993,3901.9790659999994,0.51354,-0.355,11.8296,Asthama,Alberta,0.0
Z5-NorthZone,2009,FEMALE,00to39,9.8032,12212.10816,124572.4073,0.08425,-26.125,12.00421,Asthama,Alberta,0.0
Z5-NorthZone,2009,FEMALE,40to44,9.0794,1333.008002,14681.716359999999,0.23711999999999997,-6.077999999999999,10.520719999999999,Asthama,Alberta,0.0
Z5-NorthZone,2009,FEMALE,45to49,9.1134,1477.714487,16214.7815,0.22601,-7.135,10.72603,Asthama,Alberta,0.0
Z5-NorthZone,2009,FEMALE,50to54,9.1328,1315.269857,14401.6405,0.24005,-7.534,10.94133,Asthama,Alberta,0.0
Z5-NorthZone,2009,FEMALE,55to59,9.8826,1062.910285,10755.36953,0.28776,-4.2780000000000005,11.113710000000001,Asthama,Alberta,0.0
Z5-NorthZone,2009,FEMALE,60to64,10.609000000000002,870.8945845000001,8208.964359,0.33989,-2.9419999999999997,11.60891,Asthama,Alberta,0.0
Z5-NorthZone,2009,FEMALE,65to69,11.546,683.0762854,5916.117297,0.41548999999999997,-1.5930000000000002,12.20803,Asthama,Alberta,0.0
Z5-NorthZone,2009,FEMALE,70to74,11.390999999999998,490.9254116,4309.7642399999995,0.48394,-1.518,12.1254,Asthama,Alberta,0.0
Z5-NorthZone,2009,FEMALE,75to79,11.876,412.11877180000005,3470.1445479999998,0.5491699999999999,-0.873,12.35547,Asthama,Alberta,0.0
Z5-NorthZone,2009,FEMALE,80to84,10.679,261.97887430000003,2453.294437,0.62354,-2.522,12.25152,Asthama,Alberta,0.0
Z5-NorthZone,2009,FEMALE,85+,11.127,283.7770633,2550.252718,0.6227199999999999,-0.976,11.73525,Asthama,Alberta,0.0
Z5-NorthZone,2009,MALE,00to39,11.427999999999999,15560.95954,136163.8551,0.08622,-26.665,13.727179999999999,Asthama,Alberta,0.0
Z5-NorthZone,2009,MALE,40to44,5.4861,883.8518669,16110.88465,0.1794,-8.179,6.95338,Asthama,Alberta,0.0
Z5-NorthZone,2009,MALE,45to49,5.1034,938.4000425,18387.677480000002,0.16229000000000002,-11.05,6.896710000000001,Asthama,Alberta,0.0
Z5-NorthZone,2009,MALE,50to54,5.3843,901.1213106,16735.944030000002,0.17447000000000001,-7.776,6.74096,Asthama,Alberta,0.0
Z5-NorthZone,2009,MALE,55to59,5.7392,720.2611711,12549.821259999999,0.20761999999999997,-6.59,7.1074600000000006,Asthama,Alberta,0.0
Z5-NorthZone,2009,MALE,60to64,6.377000000000001,577.684853,9058.834737000001,0.25672,-3.444,7.26118,Asthama,Alberta,0.0
Z5-NorthZone,2009,MALE,65to69,7.7561,492.5662234,6350.686121,0.33565,-1.3419999999999999,8.20651,Asthama,Alberta,0.0
Z5-NorthZone,2009,MALE,70to74,9.1284,414.7234112,4543.244091,0.42728999999999995,-1.2009999999999998,9.64141,Asthama,Alberta,0.0
Z5-NorthZone,2009,MALE,75to79,10.32,359.1466832,3480.227125,0.51568,-0.861,10.763589999999999,Asthama,Alberta,0.0
Z5-NorthZone,2009,MALE,80to84,11.478,238.9027523,2081.453367,0.69867,-0.401,11.75813,Asthama,Alberta,0.0
Z5-NorthZone,2009,MALE,85+,12.628,170.6922489,1351.7263480000001,0.90345,0.669,12.023660000000001,Asthama,Alberta,0.0
Z5-NorthZone,2010,BOTH,00to39,10.684000000000001,28077.819089999997,262803.4297,0.06026,-38.15,12.98283,Asthama,Alberta,0.0
Z5-NorthZone,2010,BOTH,40to44,7.6123,2297.538626,30182.11103,0.15265,-8.542,8.9162,Asthama,Alberta,0.0
Z5-NorthZone,2010,BOTH,45to49,7.2211,2508.997359,34745.36675,0.13885999999999998,-12.607999999999999,8.9718,Asthama,Alberta,0.0
Z5-NorthZone,2010,BOTH,50to54,7.0752,2279.265005,32214.701989999998,0.14286,-13.565,9.01315,Asthama,Alberta,0.0
Z5-NorthZone,2010,BOTH,55to59,7.7737,1925.851468,24774.05093,0.17010999999999998,-8.485,9.217139999999999,Asthama,Alberta,0.0
Z5-NorthZone,2010,BOTH,60to64,8.3803,1520.180686,18139.8691,0.20573000000000002,-6.144,9.64428,Asthama,Alberta,0.0
Z5-NorthZone,2010,BOTH,65to69,9.9009,1245.903658,12583.72549,0.26625,-2.215,10.49075,Asthama,Alberta,0.0
Z5-NorthZone,2010,BOTH,70to74,9.8324,897.0515857,9123.391351,0.31173,-3.802,11.01777,Asthama,Alberta,0.0
Z5-NorthZone,2010,BOTH,75to79,11.319,799.8091237000001,7066.016587,0.37690999999999997,-1.0390000000000001,11.71059,Asthama,Alberta,0.0
Z5-NorthZone,2010,BOTH,80to84,10.544,494.41721129999996,4689.268962,0.44848000000000005,-3.516,12.120569999999999,Asthama,Alberta,0.0
Z5-NorthZone,2010,BOTH,85+,11.251,447.8625614,3980.6609270000004,0.50084,-1.265,11.884319999999999,Asthama,Alberta,0.0
Z5-NorthZone,2010,FEMALE,00to39,9.8376,12387.75111,125921.8701,0.08392999999999999,-26.051,12.02403,Asthama,Alberta,0.0
Z5-NorthZone,2010,FEMALE,40to44,9.6014,1377.362526,14345.48865,0.24597,-4.834,10.79049,Asthama,Alberta,0.0
Z5-NorthZone,2010,FEMALE,45to49,9.3767,1530.7175140000002,16324.74805,0.22815,-7.22,11.02396,Asthama,Alberta,0.0
Z5-NorthZone,2010,FEMALE,50to54,9.224,1373.0397679999999,14885.492869999998,0.23717,-8.459,11.230310000000001,Asthama,Alberta,0.0
Z5-NorthZone,2010,FEMALE,55to59,9.8366,1113.522105,11320.165570000001,0.27991,-5.561,11.393130000000001,Asthama,Alberta,0.0
Z5-NorthZone,2010,FEMALE,60to64,10.681,917.5616213999999,8590.854359,0.33324000000000004,-3.55,11.86351,Asthama,Alberta,0.0
Z5-NorthZone,2010,FEMALE,65to69,11.812999999999999,719.5581021,6091.317417,0.41355,-1.776,12.54745,Asthama,Alberta,0.0
Z5-NorthZone,2010,FEMALE,70to74,11.282,500.43036680000006,4435.705347,0.47502,-2.157,12.30644,Asthama,Alberta,0.0
Z5-NorthZone,2010,FEMALE,75to79,12.28,436.4021727,3553.780936,0.55056,-0.46,12.53315,Asthama,Alberta,0.0
Z5-NorthZone,2010,FEMALE,80to84,10.708,266.3715489,2487.678043,0.61995,-2.755,12.41577,Asthama,Alberta,0.0
Z5-NorthZone,2010,FEMALE,85+,10.931,281.1219708,2571.846581,0.61527,-1.445,11.8199,Asthama,Alberta,0.0
Z5-NorthZone,2010,MALE,00to39,11.463,15690.067980000002,136881.5596,0.08611,-28.156999999999996,13.88701,Asthama,Alberta,0.0
Z5-NorthZone,2010,MALE,40to44,5.8104,920.1761008,15836.62238,0.1859,-7.296,7.1668,Asthama,Alberta,0.0
Z5-NorthZone,2010,MALE,45to49,5.3108,978.2798457999999,18420.6187,0.16523,-10.497,7.04515,Asthama,Alberta,0.0
Z5-NorthZone,2010,MALE,50to54,5.2295,906.2252373,17329.20912,0.16910999999999998,-10.129,6.94233,Asthama,Alberta,0.0
Z5-NorthZone,2010,MALE,55to59,6.0379,812.3293628,13453.88536,0.20535,-5.474,7.16202,Asthama,Alberta,0.0
Z5-NorthZone,2010,MALE,60to64,6.3108,602.6190650000001,9549.014745,0.24883000000000002,-4.569,7.44767,Asthama,Alberta,0.0
Z5-NorthZone,2010,MALE,65to69,8.1071,526.3455557,6492.408071,0.33874,-0.7190000000000001,8.35056,Asthama,Alberta,0.0
Z5-NorthZone,2010,MALE,70to74,8.4609,396.6212189,4687.686004,0.40647,-2.775,9.58878,Asthama,Alberta,0.0
Z5-NorthZone,2010,MALE,75to79,10.347000000000001,363.406951,3512.235651,0.5139199999999999,-0.774,10.7447,Asthama,Alberta,0.0
Z5-NorthZone,2010,MALE,80to84,10.357999999999999,228.0456624,2201.590918,0.6494300000000001,-2.094,11.717989999999999,Asthama,Alberta,0.0
Z5-NorthZone,2010,MALE,85+,11.835999999999999,166.7405906,1408.8143460000001,0.86062,-0.209,12.01576,Asthama,Alberta,0.0
Z5-NorthZone,2011,BOTH,00to39,10.687999999999999,28416.466269999997,265864.3207,0.05992000000000001,-39.59,13.06059,Asthama,Alberta,0.0
Z5-NorthZone,2011,BOTH,40to44,7.982,2413.845971,30240.98662,0.15585,-8.086,9.24214,Asthama,Alberta,0.0
Z5-NorthZone,2011,BOTH,45to49,7.4601,2544.3546309999997,34105.96944,0.14227,-12.157,9.189739999999999,Asthama,Alberta,0.0
Z5-NorthZone,2011,BOTH,50to54,7.2621,2415.085309,33255.85721,0.14231,-14.062999999999999,9.26336,Asthama,Alberta,0.0
Z5-NorthZone,2011,BOTH,55to59,7.8912,2084.480582,26415.21959,0.16588,-9.229,9.42211,Asthama,Alberta,0.0
Z5-NorthZone,2011,BOTH,60to64,8.4275,1599.777185,18982.8877,0.20163,-7.07,9.853060000000001,Asthama,Alberta,0.0
Z5-NorthZone,2011,BOTH,65to69,9.8161,1279.760509,13037.3328,0.26058000000000003,-3.175,10.6434,Asthama,Alberta,0.0
Z5-NorthZone,2011,BOTH,70to74,10.265999999999998,977.0778638,9517.771616,0.31111,-2.557,11.06137,Asthama,Alberta,0.0
Z5-NorthZone,2011,BOTH,75to79,11.071,797.3619894999999,7201.974551,0.36974,-2.084,11.84211,Asthama,Alberta,0.0
Z5-NorthZone,2011,BOTH,80to84,10.719000000000001,515.476586,4809.086133,0.44609,-3.102,12.10247,Asthama,Alberta,0.0
Z5-NorthZone,2011,BOTH,85+,11.323,472.1342422,4169.5712539999995,0.49073,-1.442,12.03078,Asthama,Alberta,0.0
Z5-NorthZone,2011,FEMALE,00to39,9.8076,12531.529340000001,127773.87400000001,0.0832,-26.941999999999997,12.04924,Asthama,Alberta,0.0
Z5-NorthZone,2011,FEMALE,40to44,9.984,1436.044826,14383.463,0.24996999999999997,-4.3660000000000005,11.075460000000001,Asthama,Alberta,0.0
Z5-NorthZone,2011,FEMALE,45to49,9.7242,1554.377645,15984.568330000002,0.23435,-7.0489999999999995,11.37623,Asthama,Alberta,0.0
Z5-NorthZone,2011,FEMALE,50to54,9.3525,1442.811556,15427.0483,0.23442,-8.835,11.423630000000001,Asthama,Alberta,0.0
Z5-NorthZone,2011,FEMALE,55to59,10.226,1224.147044,11971.48288,0.27691,-5.3229999999999995,11.69962,Asthama,Alberta,0.0
Z5-NorthZone,2011,FEMALE,60to64,10.856,976.6366341,8996.594631999998,0.32797,-4.043,12.181510000000001,Asthama,Alberta,0.0
Z5-NorthZone,2011,FEMALE,65to69,12.058,761.4812253,6315.357656,0.40976,-1.649,12.7335,Asthama,Alberta,0.0
Z5-NorthZone,2011,FEMALE,70to74,11.832,546.1680545,4615.881762,0.4754,-1.403,12.499319999999999,Asthama,Alberta,0.0
Z5-NorthZone,2011,FEMALE,75to79,12.052,438.0939715,3634.925911,0.54001,-1.4369999999999998,12.82811,Asthama,Alberta,0.0
Z5-NorthZone,2011,FEMALE,80to84,11.225999999999999,286.907981,2555.664238,0.62447,-2.25,12.631269999999999,Asthama,Alberta,0.0
Z5-NorthZone,2011,FEMALE,85+,10.83,288.75435089999996,2666.3198350000002,0.6018100000000001,-1.9240000000000002,11.98772,Asthama,Alberta,0.0
Z5-NorthZone,2011,MALE,00to39,11.503,15884.936930000002,138090.4467,0.08586,-29.329,14.021510000000001,Asthama,Alberta,0.0
Z5-NorthZone,2011,MALE,40to44,6.1662,977.8011457,15857.523619999998,0.19102,-7.0920000000000005,7.52084,Asthama,Alberta,0.0
Z5-NorthZone,2011,MALE,45to49,5.462999999999999,989.9769856,18121.40111,0.16882,-9.971,7.14625,Asthama,Alberta,0.0
Z5-NorthZone,2011,MALE,50to54,5.4534,972.2737525,17828.80891,0.17006,-10.534,7.244739999999999,Asthama,Alberta,0.0
Z5-NorthZone,2011,MALE,55to59,5.9564,860.3335383,14443.7367,0.19693,-6.718999999999999,7.27959,Asthama,Alberta,0.0
Z5-NorthZone,2011,MALE,60to64,6.24,623.1405506,9986.293069,0.24205,-5.444,7.55775,Asthama,Alberta,0.0
Z5-NorthZone,2011,MALE,65to69,7.7102,518.2792835,6721.975143000001,0.32536,-2.351,8.47511,Asthama,Alberta,0.0
Z5-NorthZone,2011,MALE,70to74,8.7907,430.9098093,4901.889854,0.40444,-1.675,9.46795,Asthama,Alberta,0.0
Z5-NorthZone,2011,MALE,75to79,10.072000000000001,359.26801800000004,3567.04864,0.5039,-1.216,10.6848,Asthama,Alberta,0.0
Z5-NorthZone,2011,MALE,80to84,10.142999999999999,228.568605,2253.4218960000003,0.63598,-1.966,11.39377,Asthama,Alberta,0.0
Z5-NorthZone,2011,MALE,85+,12.199000000000002,183.37989130000003,1503.2514199999998,0.8441,0.096,12.11772,Asthama,Alberta,0.0
Z5-NorthZone,2012,BOTH,00to39,10.534,28617.25793,271666.7962,0.0589,-40.91,12.943480000000001,Asthama,Alberta,0.0
Z5-NorthZone,2012,BOTH,40to44,8.1165,2518.989575,31035.554760000003,0.15500999999999998,-8.527999999999999,9.438410000000001,Asthama,Alberta,0.0
Z5-NorthZone,2012,BOTH,45to49,7.5625,2511.448429,33209.31707,0.14509,-12.452,9.36908,Asthama,Alberta,0.0
Z5-NorthZone,2012,BOTH,50to54,7.4995,2548.833425,33986.628280000004,0.14287,-14.137,9.519260000000001,Asthama,Alberta,0.0
Z5-NorthZone,2012,BOTH,55to59,7.9307,2204.7072,27799.78117,0.16207,-10.434000000000001,9.62162,Asthama,Alberta,0.0
Z5-NorthZone,2012,BOTH,60to64,8.4542,1656.365661,19592.12519,0.19875,-7.9110000000000005,10.026530000000001,Asthama,Alberta,0.0
Z5-NorthZone,2012,BOTH,65to69,9.9908,1389.4283169999999,13907.03551,0.25429,-2.903,10.72913,Asthama,Alberta,0.0
